OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
661,1,661,1011,39.961750000000002,-75.238680000000002,0,1,200.000000000000000,660,661,226510039, , ,63rd St Multicultural Academy of Academic Excellence,63rd St Multicultural Academy of Academic Excellence,5828 Market St,19131,(215) 240-6721, ,Elem/Mid/High,Pre K-12, ,3,Private,0.013065692619238,0.000013237309431
662,0,662,1012,39.996789999999997,-75.153940000000006,0,1,200.000000000000000,661,662,,,,,,,,,,,,,,,0.013069646631575,0.000013243991988
663,1,663,1013,39.961179999999999,-75.159480000000002,1,1,200.000000000000000,662,663,126513230,7582,3321,"MATH, CIVICS AND SCIENCES","Math, Civics and Sciences Charter School",447 N BROAD ST,19123,215-923-4880, ,Elem/Mid/High,1-12, ,2,Charter,0.013065628367332,0.000013237200681
664,0,664,1014,39.933019999999999,-75.149450000000002,0,0,200.000000000000000,663,664,,,,,,,,,,,,,,,0.013062456433275,0.000013231839126
665,0,665,1019,40.028810000000000,-75.089269999999999,0,0,200.000000000000000,664,665,,,,,,,,,,,,,,,0.013073265854345,0.000013250108356
666,0,666,1020,39.894460000000002,-75.246769999999998,0,0,200.000000000000000,665,666,,,,,,,,,,,,,,,0.013058120124179,0.000013224508523
667,0,667,1021,39.956859999999999,-75.198089999999993,1,0,200.000000000000000,666,667,,,,,,,,,,,,,,,0.013065140753230,0.000013236376196
668,0,668,1022,39.966889999999999,-75.192130000000006,0,1,200.000000000000000,667,668,,,,,,,,,,,,,,,0.013066272005766,0.000013238288555
669,4,669,1024,39.962649999999996,-75.163089999999997,1,0,200.000000000000000,668,669,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",Benjamin Franklin High School,550 N BROAD ST,19130,215-400-7600, ,HIGH,9-12,425,1,District,0.013065793971404,0.000013237480574
670,0,670,1025,39.926560000000002,-75.167199999999994,0,0,200.000000000000000,669,670,,,,,,,,,,,,,,,0.013061729034020,0.000013230609130
671,2,671,1027,39.951700000000002,-75.177160000000001,1,0,200.000000000000000,670,671,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.013064559763174,0.000013235394286
672,0,672,1028,39.949950000000001,-75.140870000000007,1,0,200.000000000000000,671,672,,,,,,,,,,,,,,,0.013064362392727,0.000013235060893
673,0,673,1029,39.991410000000002,-75.134870000000006,0,1,200.000000000000000,672,673,,,,,,,,,,,,,,,0.013069038557515,0.000013242964182
674,1,674,1030,39.947850000000003,-75.231099999999998,0,0,200.000000000000000,673,674,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920, ,ELEMENTARYMIDDLE,K-8,477,1,District,0.013064125624175,0.000013234660408
675,1,675,1031,39.962040000000002,-75.242769999999993,0,0,200.000000000000000,674,675,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.013065724962757,0.000013237363732
676,0,676,1034,39.962870000000002,-75.246729999999999,0,0,200.000000000000000,675,676,,,,,,,,,,,,,,,0.013065818976470,0.000013237522761
677,1,677,1038,39.959310000000002,-75.219049999999996,0,0,200.000000000000000,676,677,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,West Philadelphia High School,4901 CHESTNUT ST,19139,215-400-7900, ,HIGH,9-12,448,1,District,0.013065417094087,0.000013236843198
678,2,678,1039,39.938980000000001,-75.157839999999993,0,0,200.000000000000000,677,678,0, ,3369,Christopher Columbus Charter School (Annex),Christopher Columbus CS (Annex),1242 S 13th St,19147,215-925-7400,O,Elementary School,5-8, ,2,Charter,0.013063127149252,0.000013232973012
679,0,679,1040,39.955199999999998,-75.154309999999995,1,0,200.000000000000000,678,679,,,,,,,,,,,,,,,0.013064954109856,0.000013236061098
680,0,680,1041,39.961019999999998,-75.144990000000007,0,0,200.000000000000000,679,680,,,,,,,,,,,,,,,0.013065610212022,0.000013237169736
681,1,681,1046,40.011589999999998,-75.182130000000001,0,0,200.000000000000000,680,681,177518712,8127,3397,EASTERN UNIVERSITY ACADEMY,Eastern University Academy Charter School,3300 HENRY AVE,19129,215-769-3131, ,Middle/High,7-12, ,2,Charter,0.013071318524356,0.000013246817594
682,0,682,1047,39.967419999999997,-75.179699999999997,0,0,200.000000000000000,681,682,,,,,,,,,,,,,,,0.013066331862081,0.000013238389609
683,0,683,1050,39.942059999999998,-75.211709999999997,0,0,200.000000000000000,682,683,,,,,,,,,,,,,,,0.013063473888007,0.000013233558969
684,0,684,1051,39.943640000000002,-75.165490000000005,1,0,200.000000000000000,683,684,,,,,,,,,,,,,,,0.013063651767713,0.000013233859494
685,0,685,1052,39.978009999999998,-75.266790000000000,0,0,200.000000000000000,684,685,,,,,,,,,,,,,,,0.013067526392350,0.000013240408537
686,0,686,1053,39.952959999999997,-75.151539999999997,1,0,200.000000000000000,685,686,,,,,,,,,,,,,,,0.013064701788378,0.000013235634408
687,0,687,1055,39.891330000000004,-75.176029999999997,0,1,200.000000000000000,686,687,,,,,,,,,,,,,,,0.013057768724190,0.000013223914591
688,1,688,1056,40.026769999999999,-75.114630000000005,0,0,200.000000000000000,687,688,226510081, , ,Olney Christian School,Olney Christian Sch,425 E. Roosevelt Blvd,19120,(215)324-1186,O,Elementary School,K-8, ,3,Private,0.013073035037948,0.000013249718100
689,0,689,1058,39.904760000000003,-75.168549999999996,0,0,200.000000000000000,688,689,,,,,,,,,,,,,,,0.013059277432116,0.000013226464763
690,0,690,1059,40.015320000000003,-75.149879999999996,0,1,200.000000000000000,689,690,,,,,,,,,,,,,,,0.013071740216676,0.000013247530080
691,2,691,1060,39.941459999999999,-75.177769999999995,0,0,200.000000000000000,690,691,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.013063406323275,0.000013233444632
692,0,692,1061,40.005360000000003,-75.075940000000003,0,1,200.000000000000000,691,692,,,,,,,,,,,,,,,0.013070614128694,0.000013245627014
693,0,693,1064,40.017069999999997,-75.151359999999997,0,1,200.000000000000000,692,693,,,,,,,,,,,,,,,0.013071938173622,0.000013247864668
694,2,694,1066,39.923130000000000,-75.169960000000003,1,0,200.000000000000000,693,694,126515001,3859,2000,SOUTH PHILADELPHIA H.S.,South Philadelphia High School,2101 S BROAD ST,19148,215-400-8400, ,HIGH,09-12,617,1,District,0.013061343338197,0.000013229957594
695,1,695,1067,39.957369999999997,-75.170720000000003,1,0,200.000000000000000,694,695,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,1911 ARCH ST,19103,215-972-1700, ,Elem/Middle,K-8, ,2,Charter,0.013065198507751,0.000013236473910
696,2,696,1068,39.945959999999999,-75.168329999999997,0,0,200.000000000000000,695,696,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.013063913318444,0.000013234301916
697,0,697,1069,39.967300000000002,-75.173749999999998,0,0,200.000000000000000,696,697,,,,,,,,,,,,,,,0.013066317935734,0.000013238366078
698,0,698,1070,39.956870000000002,-75.199629999999999,1,0,200.000000000000000,697,698,,,,,,,,,,,,,,,0.013065142553089,0.000013236379504
699,1,699,1071,39.952520000000000,-75.209260000000000,0,0,200.000000000000000,698,699,126515001,7706,1280,PENN ALEXANDER SCHOOL,Sadie Alexander School,4209 SPRUCE ST,19104,215-400-7760, ,ELEMENTARYMIDDLE,K-8,576,1,District,0.013064652227855,0.000013235550673
700,0,700,1072,40.029499999999999,-75.186179999999993,0,0,200.000000000000000,699,700,,,,,,,,,,,,,,,0.013073343867654,0.000013250240086
701,0,701,1075,39.942399999999999,-75.155490000000000,0,0,200.000000000000000,700,701,,,,,,,,,,,,,,,0.013063511571175,0.000013233622471
702,0,702,1077,40.015909999999998,-75.153850000000006,0,1,200.000000000000000,701,702,,,,,,,,,,,,,,,0.013071806825941,0.000013247642745
703,0,703,1078,39.973770000000002,-75.258250000000004,0,0,200.000000000000000,702,703,,,,,,,,,,,,,,,0.013067048176000,0.000013239600555
704,1,704,1081,39.950490000000002,-75.167349999999999,1,0,200.000000000000000,703,704,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064423505925,0.000013235164131
705,0,705,1082,39.934869999999997,-75.142679999999999,0,0,200.000000000000000,704,705,,,,,,,,,,,,,,,0.013062664387479,0.000013232190830
706,1,706,1083,39.955739999999999,-75.166190000000000,1,0,200.000000000000000,705,706,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.013065014820910,0.000013236163480
707,0,707,1084,39.926049999999996,-75.182739999999995,0,0,200.000000000000000,706,707,,,,,,,,,,,,,,,0.013061671457662,0.000013230511734
708,0,708,1087,40.031590000000001,-75.053380000000004,1,0,200.000000000000000,707,708,,,,,,,,,,,,,,,0.013073580680928,0.000013250640409
709,0,709,1089,39.946820000000002,-75.196029999999993,1,0,200.000000000000000,708,709,,,,,,,,,,,,,,,0.013064009630209,0.000013234464399
710,0,710,1092,39.953139999999998,-75.161230000000003,1,0,200.000000000000000,709,710,,,,,,,,,,,,,,,0.013064722247734,0.000013235669170
711,2,711,1095,39.956960000000002,-75.176019999999994,0,0,200.000000000000000,710,711,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.013065152476453,0.000013236396237
712,1,712,1098,39.954599999999999,-75.215869999999995,0,0,200.000000000000000,711,712,126515001,6530,1340,"LEA, HENRY C.",Henry C. Lea School,4700 LOCUST ST,19139,215-400-7660, ,ELEMENTARYMIDDLE,K-8,525,1,District,0.013064886183132,0.000013235945951
713,0,713,1099,40.033220000000000,-75.080140000000000,0,0,200.000000000000000,712,713,,,,,,,,,,,,,,,0.013073764796870,0.000013250951549
714,0,714,1100,39.937179999999998,-75.161479999999997,1,1,200.000000000000000,713,714,,,,,,,,,,,,,,,0.013062923971688,0.000013232629241
715,1,715,1101,39.943809999999999,-75.158420000000007,0,0,200.000000000000000,714,715,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.013063670840682,0.000013233891926
716,0,716,1103,39.903050000000000,-75.173940000000002,0,0,200.000000000000000,715,716,,,,,,,,,,,,,,,0.013059085647338,0.000013226140847
717,0,717,1104,39.950000000000003,-75.201719999999995,0,0,200.000000000000000,716,717,,,,,,,,,,,,,,,0.013064368459249,0.000013235070905
718,0,718,1105,39.972650000000002,-75.179140000000004,1,0,200.000000000000000,717,718,,,,,,,,,,,,,,,0.013066921434029,0.000013239386210
719,0,719,1106,39.956969999999998,-75.225520000000003,1,0,200.000000000000000,718,719,,,,,,,,,,,,,,,0.013065153829649,0.000013236398439
720,1,720,1107,39.946350000000002,-75.171490000000006,0,0,200.000000000000000,719,720,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.013063956900405,0.000013234375422
721,0,721,1108,39.942290000000000,-75.184500000000000,0,0,200.000000000000000,720,721,,,,,,,,,,,,,,,0.013063499755001,0.000013233602388
722,1,722,1109,39.950740000000003,-75.150390000000002,1,0,200.000000000000000,721,722,126515001,7905,2670,CONSTITUTION HIGH SCHOOL,Constitution High School,18 S 7TH ST,19106,215-400-7850, ,HIGH,9-12,385,1,District,0.013064451436792,0.000013235211150
723,0,723,1110,40.003889999999998,-75.170680000000004,1,0,200.000000000000000,722,723,,,,,,,,,,,,,,,0.013070448133239,0.000013245346416
724,0,724,1112,39.936770000000003,-75.159949999999995,1,0,200.000000000000000,723,724,,,,,,,,,,,,,,,0.013062878110926,0.000013232551857
725,0,725,1113,39.990879999999997,-75.091220000000007,1,0,200.000000000000000,724,725,,,,,,,,,,,,,,,0.013068978773322,0.000013242863195
726,0,726,1115,40.025759999999998,-75.125370000000004,1,1,200.000000000000000,725,726,,,,,,,,,,,,,,,0.013072920172850,0.000013249524096
727,0,727,1116,39.938070000000003,-75.168450000000007,0,1,200.000000000000000,726,727,,,,,,,,,,,,,,,0.013063024834941,0.000013232799855
728,1,728,1117,39.976840000000003,-75.127399999999994,0,0,200.000000000000000,727,728,226518422, , ,St Laurentius School,St Laurentius School,1612 E BERKS ST,19125,(215) 423-8834,O,Elem/Middle,K-8, ,3,Archdiocese,0.013067394086995,0.000013240184969
729,1,729,1119,39.962589999999999,-75.213040000000007,0,0,200.000000000000000,728,729,126515001,4732,1470,"LOCKE, ALAIN SCHOOL",Alain Locke School,4550 HAVERFORD AVE,19139,215-400-7670, ,ELEMENTARYMIDDLE,K-8,440,1,District,0.013065786618863,0.000013237467784
730,0,730,1120,39.899880000000003,-75.249920000000003,0,0,200.000000000000000,729,730,,,,,,,,,,,,,,,0.013058728901256,0.000013225537572
731,1,731,1122,39.933639999999997,-75.192819999999998,1,0,200.000000000000000,730,731,226517702, , ,St Gabriel School,St Gabriel School,1432 S  29TH ST,19146,215-468-7230,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.013062525813980,0.000013231956460
732,0,732,1123,40.044600000000003,-75.193100000000001,0,0,200.000000000000000,731,732,,,,,,,,,,,,,,,0.013075053215794,0.000013253128599
733,0,733,1125,39.887569999999997,-75.247960000000006,0,1,200.000000000000000,732,733,,,,,,,,,,,,,,,0.013057346451716,0.000013223200611
734,0,734,1127,39.977770000000000,-75.151009999999999,0,0,200.000000000000000,733,734,,,,,,,,,,,,,,,0.013067499481927,0.000013240363346
735,0,735,1128,39.910049999999998,-75.163359999999997,0,1,200.000000000000000,734,735,,,,,,,,,,,,,,,0.013059871509347,0.000013227469093
736,1,736,1129,39.947450000000003,-75.180329999999998,0,0,200.000000000000000,735,736,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.013064081418409,0.000013234585940
737,2,737,1130,39.980420000000002,-75.239379999999997,0,0,200.000000000000000,736,737,326510170, , ,Bridge Way School,Bridge Way School,7360 Jackson St,19136,267-437-2194,O,Ungraded,9-12, ,3,Private,0.013067798550215,0.000013240868904
738,0,738,1132,39.927270000000000,-75.182479999999998,0,0,200.000000000000000,737,738,,,,,,,,,,,,,,,0.013061808617272,0.000013230743754
739,0,739,1133,39.964070000000000,-75.174459999999996,1,0,200.000000000000000,738,739,,,,,,,,,,,,,,,0.013065953986280,0.000013237751073
740,0,740,1134,39.987029999999997,-75.122360000000000,0,1,200.000000000000000,739,740,,,,,,,,,,,,,,,0.013068544238682,0.000013242128800
741,2,741,1136,39.967739999999999,-75.209750000000000,0,0,200.000000000000000,740,741,126515001,8121,8460,PHILA LEARNING ACADEMY-SOUTH,Philadelphia Learning Academy South,4300 WESTMINSTER AVE,19104,215-400-9080, ,High School,9-12, ,1,District,0.013066367940458,0.000013238450726
742,1,742,1140,39.943730000000002,-75.150350000000003,0,0,200.000000000000000,741,742,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",General George A. McCall School,325 S 7TH ST,19106,215-400-7840, ,ELEMENTARYMIDDLE,K-8,711,1,District,0.013063661946251,0.000013233876987
743,0,743,1141,39.970359999999999,-75.245159999999998,0,0,200.000000000000000,742,743,,,,,,,,,,,,,,,0.013066663539522,0.000013238950205
744,1,744,1142,40.027279999999998,-75.114189999999994,0,0,200.000000000000000,743,744,226510081, , ,Olney Christian School,Olney Christian Sch,425 E. Roosevelt Blvd,19120,(215)324-1186,O,Elementary School,K-8, ,3,Private,0.013073092953569,0.000013249816228
745,1,745,1143,39.957009999999997,-75.213340000000002,0,0,200.000000000000000,744,745,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.013065158116947,0.000013236405756
746,0,746,1145,39.957160000000002,-75.201949999999997,1,0,200.000000000000000,745,746,,,,,,,,,,,,,,,0.013065175222276,0.000013236434764
747,0,747,1147,39.944899999999997,-75.159800000000004,0,0,200.000000000000000,746,747,,,,,,,,,,,,,,,0.013063793410582,0.000013234098909
748,1,748,1148,39.920650000000002,-75.170509999999993,0,0,200.000000000000000,747,748,0, , ,Philadelphia Performing Arts,Philadelphia Performing Arts,2407 S BROAD ST,19148,215-278-2460, ,Elementary School,K-1, ,2,Charter,0.013061063842083,0.000013229484753
749,0,749,1149,40.025680000000001,-75.031630000000007,0,1,200.000000000000000,748,749,,,,,,,,,,,,,,,0.013072911209329,0.000013249508835
750,0,750,1150,39.948410000000003,-75.176259999999999,0,0,200.000000000000000,749,750,,,,,,,,,,,,,,,0.013064189003901,0.000013234767606
751,0,751,1152,39.946980000000003,-75.176569999999998,0,0,200.000000000000000,750,751,,,,,,,,,,,,,,,0.013064028089388,0.000013234495598
752,1,752,1153,39.951979999999999,-75.165229999999994,1,0,200.000000000000000,751,752,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064591016062,0.000013235447192
753,1,753,1154,39.914209999999997,-75.179569999999998,0,1,200.000000000000000,752,753,226519242, , ,St Pio Regional Catholic School,St Pio Catholic Regional School,1826 Pollock Street,19145,(215)467-5430,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.013060339866762,0.000013228261051
754,2,754,1155,39.956769999999999,-75.211359999999999,0,0,200.000000000000000,753,754,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.013065131103561,0.000013236360309
755,0,755,1156,39.975330000000000,-75.245540000000005,0,0,200.000000000000000,754,755,,,,,,,,,,,,,,,0.013067223935488,0.000013239897505
756,1,756,1157,39.967970000000001,-75.161940000000001,1,0,200.000000000000000,755,756,126510004,7685,3335,PEOPLE FOR PEOPLE,People for People Charter School,800 N BROAD ST,19130,215-763-7060, ,Elem/Mid/High,K-12, ,2,Charter,0.013066393880499,0.000013238494540
757,0,757,1158,40.028939999999999,-75.105440000000002,0,0,200.000000000000000,756,757,,,,,,,,,,,,,,,0.013073280248041,0.000013250132480
758,0,758,1159,39.968490000000003,-75.165059999999997,0,0,200.000000000000000,757,758,,,,,,,,,,,,,,,0.013066452180424,0.000013238593067
759,0,759,1160,39.894570000000002,-75.246639999999999,0,0,200.000000000000000,758,759,,,,,,,,,,,,,,,0.013058132457232,0.000013224529240
760,0,760,1161,39.992750000000001,-75.186160000000001,0,1,200.000000000000000,759,760,,,,,,,,,,,,,,,0.013069190066637,0.000013243220415
761,0,761,1162,39.929819999999999,-75.144329999999997,0,0,200.000000000000000,760,761,,,,,,,,,,,,,,,0.013062095718794,0.000013231229276
762,0,762,1163,39.969740000000002,-75.131770000000003,0,0,200.000000000000000,761,762,,,,,,,,,,,,,,,0.013066593694258,0.000013238832547
763,0,763,1164,40.007950000000001,-75.191559999999996,0,0,200.000000000000000,762,763,,,,,,,,,,,,,,,0.013070906816797,0.000013246121745
764,0,764,1165,39.975310000000000,-75.121120000000005,1,0,200.000000000000000,763,764,,,,,,,,,,,,,,,0.013067221804795,0.000013239893695
765,0,765,1166,39.907550000000001,-75.190299999999993,1,0,200.000000000000000,764,765,,,,,,,,,,,,,,,0.013059591172999,0.000013226995272
766,0,766,1167,39.914720000000003,-75.155060000000006,1,0,200.000000000000000,765,766,,,,,,,,,,,,,,,0.013060397226676,0.000013228357880
767,0,767,1168,40.024619999999999,-75.123689999999996,0,0,200.000000000000000,766,767,,,,,,,,,,,,,,,0.013072791624830,0.000013249306587
768,0,768,1169,39.903689999999997,-75.243240000000000,1,0,200.000000000000000,767,768,,,,,,,,,,,,,,,0.013059157718316,0.000013226262630
769,0,769,1172,39.967250000000000,-75.170169999999999,0,0,200.000000000000000,768,769,,,,,,,,,,,,,,,0.013066312595504,0.000013238357188
770,0,770,1173,40.036679999999997,-75.064220000000006,1,0,200.000000000000000,769,770,,,,,,,,,,,,,,,0.013074156635386,0.000013251613765
771,0,771,1175,39.955449999999999,-75.188270000000003,1,1,200.000000000000000,770,771,,,,,,,,,,,,,,,0.013064982168461,0.000013236108294
772,1,772,1177,39.944249999999997,-75.170330000000007,0,0,200.000000000000000,771,772,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000, ,Elem/Middle,K-8, ,2,Charter,0.013063720387436,0.000013233975410
773,1,773,1178,39.953740000000003,-75.209019999999995,0,0,200.000000000000000,772,773,126515001,7706,1280,PENN ALEXANDER SCHOOL,Sadie Alexander School,4209 SPRUCE ST,19104,215-400-7760, ,ELEMENTARYMIDDLE,K-8,576,1,District,0.013064789662051,0.000013235783005
774,0,774,1179,39.950339999999997,-75.172240000000002,1,0,200.000000000000000,773,774,,,,,,,,,,,,,,,0.013064406693744,0.000013235135741
775,0,775,1180,39.892460000000000,-75.222690000000000,0,1,200.000000000000000,774,775,,,,,,,,,,,,,,,0.013057895586000,0.000013224128690
776,1,776,1182,39.940640000000002,-75.149400000000000,0,0,200.000000000000000,775,776,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990, ,ELEMENTARYMIDDLE,K-8,573,1,District,0.013063313786566,0.000013233288099
777,1,777,1183,39.951479999999997,-75.163719999999998,1,0,200.000000000000000,776,777,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064534826077,0.000013235352211
778,0,778,1185,39.960560000000001,-75.230840000000001,0,1,200.000000000000000,777,778,,,,,,,,,,,,,,,0.013065558166881,0.000013237081819
779,1,779,1186,39.972499999999997,-75.177940000000007,1,0,200.000000000000000,778,779,226517510, , ,City School at Fairmount,City School at Fairmount,860 N 24th St,19130,215-769-5363, ,Elementary School,pre K-4, ,3,Private,0.013066904337424,0.000013239357117
780,0,780,1187,39.964060000000003,-75.191599999999994,0,0,200.000000000000000,779,780,,,,,,,,,,,,,,,0.013065953045263,0.000013237749168
781,0,781,1190,39.989330000000002,-75.120699999999999,0,0,200.000000000000000,780,781,,,,,,,,,,,,,,,0.013068803848936,0.000013242567559
782,0,782,1191,39.949050000000000,-75.155649999999994,1,0,200.000000000000000,781,782,,,,,,,,,,,,,,,0.013064261009368,0.000013234889446
783,1,783,1192,39.984839999999998,-75.113380000000006,0,1,200.000000000000000,782,783,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,2950 MEMPHIS ST,19134,215-291-4709, ,Middle School,5-8, ,2,Charter,0.013068297193453,0.000013241711478
784,0,784,1193,39.932920000000003,-75.148719999999997,0,0,200.000000000000000,783,784,,,,,,,,,,,,,,,0.013062444456809,0.000013231818705
785,0,785,1194,40.021859999999997,-75.037869999999998,0,1,200.000000000000000,784,785,,,,,,,,,,,,,,,0.013072480023697,0.000013248780547
786,1,786,1196,39.958289999999998,-75.211050000000000,0,0,200.000000000000000,785,786,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.013065302207327,0.000013236649198
787,0,787,1198,40.025440000000003,-75.123660000000001,0,0,200.000000000000000,786,787,,,,,,,,,,,,,,,0.013072884760385,0.000013249464382
788,0,788,1199,39.922339999999998,-75.186940000000007,0,0,200.000000000000000,787,788,,,,,,,,,,,,,,,0.013061254177991,0.000013229806767
789,1,789,1203,40.029130000000002,-75.146860000000004,0,0,200.000000000000000,788,789,226510004, , ,Logan Hope School,Logan Hope Sch,4934 N 13TH ST,19141,(215) 455-7442,O,Elem/Middle,K-8, ,3,Private,0.013073302140987,0.000013250169671
790,0,790,1204,39.918709999999997,-75.186040000000006,1,0,200.000000000000000,789,790,,,,,,,,,,,,,,,0.013060845587455,0.000013229115531
791,1,791,1205,39.957389999999997,-75.144130000000004,0,0,200.000000000000000,790,791,0, ,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410, ,High School,9-12, ,1,Contracted,0.013065200819390,0.000013236477784
792,0,792,1206,39.951039999999999,-75.197280000000006,0,0,200.000000000000000,791,792,,,,,,,,,,,,,,,0.013064485776283,0.000013235269412
793,0,793,1207,39.905450000000002,-75.174009999999996,0,0,200.000000000000000,792,793,,,,,,,,,,,,,,,0.013059354704173,0.000013226595707
794,0,794,1208,39.937550000000002,-75.150080000000003,0,0,200.000000000000000,793,794,,,,,,,,,,,,,,,0.013062965737669,0.000013232699875
795,0,795,1209,39.952930000000002,-75.162459999999996,1,0,200.000000000000000,794,795,,,,,,,,,,,,,,,0.013064698196156,0.000013235628179
796,0,796,1210,39.930779999999999,-75.190219999999997,0,0,200.000000000000000,795,796,,,,,,,,,,,,,,,0.013062203839900,0.000013231411890
797,2,797,1212,39.939470000000000,-75.151290000000003,0,0,200.000000000000000,796,797,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990, ,ELEMENTARYMIDDLE,K-8,573,1,District,0.013063182390034,0.000013233066216
798,0,798,1213,39.902479999999997,-75.224840000000000,0,1,200.000000000000000,797,798,,,,,,,,,,,,,,,0.013059021929528,0.000013226033288
799,0,799,1215,39.957929999999998,-75.208140000000000,1,0,200.000000000000000,798,799,,,,,,,,,,,,,,,0.013065261835377,0.000013236580959
800,1,800,1216,39.928049999999999,-75.219359999999995,0,1,200.000000000000000,799,800,126510008,7684,3359,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,2601 S 58TH ST,19143,215-878-1544, ,Middle School,5-8, ,2,Charter,0.013061896553575,0.000013230892238
801,0,801,1217,39.939050000000002,-75.176320000000004,0,1,200.000000000000000,800,801,,,,,,,,,,,,,,,0.013063134852140,0.000013232985747
802,0,802,1219,39.998510000000003,-75.153549999999996,0,1,200.000000000000000,801,802,,,,,,,,,,,,,,,0.013069840556571,0.000013244319671
803,1,803,1221,39.949039999999997,-75.149180000000001,1,0,200.000000000000000,802,803,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,35 S 4TH ST,19106,215-922-1902, ,Middle/High,7-12, ,2,Charter,0.013064260177034,0.000013234888146
804,2,804,1223,39.915939999999999,-75.164519999999996,0,0,200.000000000000000,803,804,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. Newlin Fell School,900 W OREGON AVE,19148,215-400-8260, ,ELEMENTARYMIDDLE,K-8,569,1,District,0.013060534421323,0.000013228589706
805,1,805,1224,39.933650000000000,-75.154190000000000,1,0,200.000000000000000,804,805,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,1198 S 5TH ST,19147,215-400-8120, ,ELEMENTARYMIDDLE,K-8,369,1,District,0.013062527057038,0.000013231958336
